15,ESCOLA CLASSE 46 DE TAGUATINGA
20,ESCOLA CLASSE 47 DE CEILÂNDIA
26,ESCOLA CLASSE 48 DE CEILANDIA
26,ESCOLA CLASSE 50 DE CEILÂNDIA
22,ESCOLA CLASSE 50 DE TAGUATINGA
23,ESCOLA CLASSE 501 DE SAMAMBAIA
9,ESCOLA CLASSE 502 DE SAMAMBAIA
23,ESCOLA CLASSE 510 DE SAMAMBAIA
28,ESCOLA CLASSE 510 DO RECANTO DAS EMAS
28,ESCOLA CLASSE 511 DE SAMAMBAIA
18,ESCOLA CLASSE 512 DE SAMAMBAIA
22,ESCOLA CLASSE 52 DE CEILÂNDIA
12,ESCOLA CLASSE 52 DE TAGUATINGA
14,ESCOLA CLASSE 53 DE TAGUATINGA
29,ESCOLA CLASSE 54 DE TAGUATINGA
27,ESCOLA CLASSE 55 DE CEILANDIA
23,ESCOLA CLASSE 56 DE CEILANDIA
21,ESCOLA CLASSE 59 DE CEILÂNDIA
44,ESCOLA CLASSE 604 DE SAMAMBAIA
20,ESCOLA CLASSE 61 DE CEILANDIA
18,ESCOLA CLASSE 614 DE SAMAMBAIA
25,ESCOLA CLASSE 62 DE CEILANDIA
25,ESCOLA CLASSE 64 DE CEILANDIA
31,ESCOLA CLASSE 65 DE CEILANDIA
26,ESCOLA CLASSE 66 DE CEILANDIA
12,ESCOLA CLASSE 708 NORTE
27,ESCOLA CLASSE 803 DO RECANTO DAS EMAS
12,ESCOLA CLASSE 831 DE SAMAMBAIA
10,ESCOLA CLASSE AGROVILA II
23,ESCOLA CLASSE AGROVILA SAO SEBASTIAO
7,ESCOLA CLASSE AGUILHADA
5,ESCOLA CLASSE ALTA - MIR
6,ESCOLA CLASSE ALTO INTERLAGOS
8,ESCOLA CLASSE APRODARMAS
6,ESCOLA CLASSE ARNIQUEIRA
8,ESCOLA CLASSE ASPALHA
2,ESCOLA CLASSE BARRA ALTA
11,ESCOLA CLASSE BASEVI
8,ESCOLA CLASSE BELA VISTA
6,ESCOLA CLASSE BOA VISTA
